('ipiphone 6s có thể chiến được game pubg mobile mượt khong', {'entities': [(37, 48, 'GAME')]})
('máy mới chính hãng ko ạ, mình ở biên hòa', {'entities': [(4, 18, 'IS_BRAND_NEW_OR_LIKE_NEW'), (32, 40, 'LOCATION')]})
('trả góp lãi suất s ad.đưa trc bao nhiêu và mỗi tháng góp bao nhiêu.', {'entities': [(0, 16, 'IS_NEEDED')]})
('chào ad. em muốn mua trả góp qua hình thức trả góp qua thẻ tín dụng của ngân hàng maritime bank thì cần phải làm những thủ tục và giấy tờ gì. và khi lấy máy phải trả trước bao nhiêu tiền ạ. tks ad.', {'entities': [(17, 28, 'IS_NEEDED')]})
('samsung samsung a5 2017 còn không ad', {'entities': [(0, 18, 'PHONE')]})
('iphone xiaomi này là vỏ nhôm hay nhựa vậy', {'entities': [(0, 13, 'MANUFACTURER'), (21, 37, 'WHAT_PHONE_CASE')]})
('hi shop, dòng này còn màu đỏ không ạ?', {'entities': [(26, 28, 'COLOR')]})
('cho em hỏi máy này có bộ nhớ chính iphone xác là 3g/32g hay 4g/64g vậy', {'entities': [(22, 45, 'WHAT_ROM'), (52, 54, 'ROM'), (63, 65, 'ROM')]})
('e ở bình thuận mua trả góp 30% có chuyển máy đến ko ạ', {'entities': [(22, 35, 'IS_NEEDED'), (5, 17, 'LOCATION')]})
('hàng này mới 100% àh shop , shop có máy chip snap drangon không', {'entities': [(9, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('còn hàng k bạn, mình ở dĩ an có chi nhánh nào gần đó k', {'entities': [(23, 28, 'LOCATION')]})
('cho mình  camera samsung note 8 vs siphone iphone 8 plus samsung note 8 hơn nhìu ko ạ', {'entities': [(10, 16, 'WHAT_FRONT_CAMERA')]})
('cho mình hỏi máy có hỗ trợ trả góp 0% ko qua thẻ tín dụng ko vậy', {'entities': [(20, 34, 'IS_NEEDED')]})
('mình muốn đổi ip iphone 8 plus 64gb gold thì phải bù bao nhiêu vậy', {'entities': [(31, 33, 'ROM'), (36, 40, 'COLOR')]})
('chào bạn ,mình ở hcm q3 bên bạn còn cây này không? ở chi nhánh nào vậy bạn?', {'entities': [(17, 20, 'LOCATION'), (21, 23, 'LOCATION')]})
('còn tặng pmh 500k nữa không ạ ?', {'entities': [(0, 8, 'IS_SALE_OFF_NOW')]})
('pin iphone iphone x iphone xài bao lâu?', {'entities': [(0, 38, 'HOW_LONG_PIN')]})
('khi nào hết chương trình giảm giá sốc với đồ tặng kèm cho con này vậy bạn', {'entities': [(0, 24, 'WHEN_END_SALE_OFF')]})
('ad khi nào có hàng lại vậy??', {'entities': [(3, 18, 'OTHER')]})
('tư vấn cho mình giá không lấy quà tặng nhé', {'entities': [(20, 38, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('bên mình có hỗ trợ trả góp tại cửa hàng thông qua ngân hàng hsbc không ạ?', {'entities': [(12, 26, 'IS_NEEDED')]})
('chào ad.. cho m hỏi.. giá samsung note 9 512gb 20.990.000d là còn khuyến mãi, tặng kèm gì không ạ.. m mua online ntn ạ..', {'entities': [(26, 40, 'PHONE'), (41, 44, 'ROM'), (47, 58, 'MONEY'), (78, 95, 'SALE_OFF_GIFF')]})
('cho mình hỏi còn hàng k ạ', {'entities': [(4, 12, 'OTHER')]})
('bản tím còn ở sg không ạ?', {'entities': [(4, 7, 'COLOR'), (14, 16, 'LOCATION')]})
('cho hỏi bh có phiên bản rom 64gb ạ', {'entities': [(28, 30, 'ROM')]})
('bao giờ nhập tiếp màu đen ạ?', {'entities': [(22, 25, 'COLOR')]})
('ad cho em hỏi gói trả góp 0% ạ', {'entities': [(18, 28, 'IS_NEEDED')]})
('chào bạn. mình mua samsung note 9 128gb ở cellphones. giờ muốn nâng cấp bản 512gb thì phải phụ thêm bao nhiêu tiền?', {'entities': [(19, 33, 'PHONE'), (34, 37, 'ROM'), (76, 79, 'ROM')]})
('cho em hỏi nếu k nhận quà thì tổng tiền e phải trả là nhiêu v ạ', {'entities': [(15, 25, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('trả gop home thì co lãi suất k.và tra trước va góp ntn', {'entities': [(0, 7, 'IS_NEEDED')]})
('ad cho em hỏi máy iphone 8 plus red 64gb này thị trường nào vậy ạ ?', {'entities': [(45, 55, 'LOCATION'), (18, 31, 'PHONE'), (32, 35, 'COLOR'), (36, 38, 'ROM')]})
('hiện đang có bản gì vậy?', {'entities': [(13, 19, 'WHAT_CODE')]})
('khu vực hoàng mai hà nội còn hàng ko bạn', {'entities': [(8, 17, 'LOCATION'), (18, 24, 'LOCATION')]})
('bây giờ đặt có đc nhận giảm 2 triệu + sạc ko dây ko shop', {'entities': [(18, 35, 'IS_SALE_OFF_NOW')]})
('cho em hỏi đây có phải dòng quốc tế khg ạ', {'entities': [(18, 35, 'IS_GLOBAL')]})
('iphone 7 plus 32gb đổi lên iphone iphone xs mas 64 thì bù bao nhiêu bạn', {'entities': [(0, 13, 'PHONE'), (14, 16, 'ROM'), (48, 50, 'ROM')]})
('shop ơi hỏi tý, có màu đen không ạ ? mình ở hà nội', {'entities': [(44, 50, 'LOCATION'), (23, 26, 'COLOR')]})
('có hỗ trợ trả góp qua thẻ ngân hàng hay tín dụng không', {'entities': [(10, 35, 'IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT')]})
('khả năng chống nước ntn vậy', {'entities': [(9, 19, 'IS_WATER_PROTECTED')]})
('hàng này là hàng mới nguyên siêu à', {'entities': [(12, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('samsung samsung a9.neu tru gif 1500k minh ko lay km cua cellphones co dc ko.gia tot nhat nhu nao ad', {'entities': [(0, 18, 'PHONE'), (42, 51, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('e ở sóc sơn bh mua khi nào hàng đến', {'entities': [(4, 11, 'LOCATION')]})
('máy còn hàng ở của hàng ở bình hưng ko.', {'entities': [(26, 35, 'LOCATION')]})
('cho em hỏi điện thoại này có tiếng anh ko ạ hay chỉ có tiếng trung thôi?', {'entities': [(11, 43, 'IS_VIETNAMESE_INSTALLED')]})
('e trả trc 40% và góp trong 8 tháng thì mỗi tháng phải trả bnhiêu ạ', {'entities': [(0, 13, 'IS_NEEDED')]})
('cho mình hỏi bình thạnh có hàng ll/a k ?', {'entities': [(13, 23, 'LOCATION'), (32, 36, 'CODE')]})
('cửa hàng mình có ở bình dương k', {'entities': [(19, 29, 'LOCATION')]})
('hết màu đen rồi ạ?', {'entities': [(8, 11, 'COLOR')]})
('hà nam phủ lý còn ko', {'entities': [(0, 6, 'LOCATION')]})
('cho mình hỏi là giờ muốn mua iphone iphone 8 plus 64gb , mình muốn mua trả góp trong vòng 12 tháng và trả trước 50% vậy số tiền 50% là bao nhiêu vậy ạ với giấy tờ mình có cmnd và bằng lái đủ chưa ?', {'entities': [(67, 78, 'IS_NEEDED')]})
('bạn ơi cho mình hỏi, có đổi được từ iphone 7 plus 256gb lên iphone iphone iphone xs maiphone x 512gb được không?', {'entities': [(36, 49, 'PHONE'), (50, 53, 'ROM'), (60, 94, 'PHONE'), (95, 98, 'ROM')]})
('neu k lay khuyen mai con bao nhiu tien  a', {'entities': [(4, 20, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('máy này là đã qua sử dụng chưa vậy?', {'entities': [(11, 30, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('này là mới đập hộp hay like new', {'entities': [(11, 31, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('giá hiện tại là bao nhiêu.', {'entities': [(16, 25, 'OTHER')]})
('muốn đổi từ samsung siphone iphone 8 plus qua máy này thì như thế nào ạ? máy siphone iphone 8 plus của e mua chưa đc 1 tháng.', {'entities': [(12, 41, 'PHONE')]})
('e muốn mua iphone iphone x trả góp 0% a tư vấn vs ạ', {'entities': [(11, 26, 'PHONE'), (27, 37, 'IS_NEEDED')]})
('em có iphone 7 plus 32gb lên iphone iphone xs maiphone x 64gb thì phải thêm bao nhiêu ạ??', {'entities': [(6, 19, 'PHONE'), (20, 22, 'ROM'), (29, 56, 'PHONE'), (57, 59, 'ROM')]})
('e mới mua huawei huawei nova 3i đc 7 ngày h muốn đổi lên 20 pro đk ko ạ cần tư vấn', {'entities': [(44, 56, 'PROCEDURE'), (10, 31, 'PHONE')]})
('cho mình hỏi khi mua trả góp, các sp đi kèm những gì?', {'entities': [(34, 43, 'SALE_OFF_GIFF')]})
('co kiêu tra góp trước 0% hay 10%', {'entities': [(8, 21, 'IS_NEEDED')]})
('không lấy quà tặng giá bao nhiêu ạ?', {'entities': [(0, 32, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('nếu e muốn trả góp 50% thi mỗi tháng phải trả bao nhiêu tiền vậy??????', {'entities': [(11, 18, 'IS_NEEDED')]})
('cho e hỏi nếu e mua trực tiếp samsung a8 tại cửa hàng thì số tiền mình trả là bao nhiêu.. mua tại cửa hàng lê văn việt quận 9', {'entities': [(107, 118, 'LOCATION'), (30, 40, 'PHONE')]})
('chào ad. em muốn mua trả góp qua hình thức trả góp qua thẻ tín dụng của ngân hàng maritime bank thì cần phải làm những thủ tục và giấy tờ gì. và khi lấy máy phải trả trước bao nhiêu tiền ạ. tks ad.', {'entities': [(43, 67, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('em can ban samsung samsung a8 e mua hom mung 9 vj can tien nen em can ban ai co nhu cau sdt', {'entities': [(11, 29, 'PHONE')]})
('bạn ơi, samsung samsung samsung s9 plus mua trả góp qua thẻ tín dụng ntn vậy?', {'entities': [(44, 68, 'IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT')]})
('cho mình hỏi mún mua con này trả góp thì mỗi tháng đóng bn , thủ tục cần gì cậy shop', {'entities': [(29, 36, 'IS_NEEDED')]})
('cho e hỏi khu vực hà nội còn hàng k ạ', {'entities': [(18, 24, 'LOCATION')]})
('19 tuổi đầy đủ giấy tờ có thể trả góp được không ạ', {'entities': [(23, 37, 'IS_NEEDED')]})
('trả góp cái này thế nào ạ', {'entities': [(0, 7, 'IS_NEEDED')]})
('máy chỉ kích hoạt thôi hay đã qua sử dụng rồi', {'entities': [(8, 17, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('sản phẩm nguyên seal ko ạ', {'entities': [(9, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('có trả gop k ạ', {'entities': [(3, 10, 'IS_NEEDED')]})
('sản phẩm này màu tím còn ở cửa hàng nào bạn ơi', {'entities': [(17, 20, 'COLOR')]})
('sản phẩm chính hãng vn phải ko', {'entities': [(0, 19, 'WHAT_FROM_TYPE'), (20, 22, 'LOCATION')]})
('mình đang ở số 2 trần phú - hà đông - hà nội . mình muốn mua samsung j6 plus . cho hỏi có của hàng nào gần mình không bạn . và phiếu mua hàng còn dc áp dụng không bạn', {'entities': [(61, 76, 'PHONE'), (17, 25, 'LOCATION'), (28, 35, 'LOCATION'), (38, 44, 'LOCATION')]})
('cho em hỏi samsung j4 có cảm biến vân tay hay chống nước không ạ', {'entities': [(11, 21, 'PHONE'), (46, 56, 'IS_WATER_PROTECTED')]})
('mình muốn tư vấn kỹ khi mua samsung samsung a8 trả góp', {'entities': [(36, 46, 'PHONE'), (47, 54, 'IS_NEEDED')]})
('hcm còn  hàn  ko ạk', {'entities': [(0, 3, 'LOCATION')]})
('iphone x 64gb máy qt bị iphone xước màn hình lên iphone iphone xs maiphone x phải bù bao nhiu shop', {'entities': [(0, 8, 'PHONE'), (9, 11, 'ROM'), (21, 35, 'OTHER'), (49, 76, 'PHONE')]})
('cho mình hỏi sản phẩm này còn hàng không ạ ?', {'entities': [(26, 40, 'OTHER')]})
('hết hàng rồi hả shop ?', {'entities': [(0, 12, 'OTHER')]})
('anh ơi, em muốn mua iphone iphone 6s 32gb vào cuối tuần này, không biết cửa hàng ở 4b cộng hoà còn nhiều hàng để  iphone xem không vậy?', {'entities': [(20, 36, 'PHONE'), (37, 39, 'ROM')]})
('trừ quà giá sản phẩm còn bao nhiêu ạ?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('chưa có hàng về ha ad', {'entities': [(0, 12, 'OTHER')]})
('em có con siphone 8 plus cũ mà màu đen giờ muốn đổi mấy mới mà màu tím không biết có được không và được áp dụng trả góp không ạ?', {'entities': [(10, 24, 'PHONE'), (25, 27, 'PHONE_TYPE'), (35, 38, 'COLOR'), (67, 70, 'COLOR')]})
('bao h có hàng z shop', {'entities': [(6, 13, 'OTHER')]})
('cho mình hỏi hà nội còn màu bạc không nhỉ', {'entities': [(13, 19, 'LOCATION'), (28, 31, 'COLOR')]})
('mình mua iphone xiaomi mi 8 64gb dc 2 tháng kèm gói bảo hành kim cương. giờ mún đổi sang siphone 8 plus thì phải bù bao nhiu shop?', {'entities': [(9, 27, 'PHONE'), (28, 30, 'ROM'), (89, 103, 'PHONE')]})
('sản phẩm này còn hàng ở chi nhánh nào ở tphcm ạ?', {'entities': [(40, 45, 'LOCATION')]})
('cho minh hoi tinh trang nguyên hộp, đã kích hoạt bảo hành la nhu the nao nhi', {'entities': [(36, 48, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('cho mình hỏi máy này nếu trả góp thì trả trước bnhieu tiền vậy', {'entities': [(25, 32, 'IS_NEEDED')]})
('tặng phiếu mua hàng.có trừ luôn vào khi mua máy ko ạ', {'entities': [(20, 31, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('còn máy 256gb k ad???', {'entities': [(8, 11, 'ROM')]})
('mình ở hải dương', {'entities': [(7, 16, 'LOCATION')]})
('shop đây là máy mới hay là đã qua sử dụng ạ', {'entities': [(16, 26, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('nokia 6.1 plus chỉ có bản 64g', {'entities': [(0, 14, 'PHONE'), (26, 28, 'ROM')]})
('samsung s9 tím ngoài hn còn ko shop?', {'entities': [(0, 10, 'PHONE'), (11, 14, 'COLOR'), (21, 23, 'LOCATION')]})
('nếu không lấy loa + sim thì trừ bao nhiêu tiền ?', {'entities': [(4, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('giờ sản phẩm còn về k hay chấm dứt hàng lun rồi ạ e còn biết chờ', {'entities': [(13, 34, 'OTHER')]})
('miui ở phiên bản miui mấy ạ ?', {'entities': [(5, 27, 'WHAT_OS')]})
('chơi game liên tục 3h được không', {'entities': [(0, 21, 'HOW_LONG_PIN_PLAYING_GAME')]})
('bên cửa hàng có đổi từ xiaomi mi a1 lên xiaomi mi a2 ko ad', {'entities': [(23, 35, 'PHONE'), (40, 52, 'PHONE')]})
('cho em địa chỉ ở hn với ạ', {'entities': [(17, 19, 'LOCATION')]})
('pmh có thể trừ trực tiếp vào máy không ad?', {'entities': [(0, 3, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('còn bản ram 3gb không', {'entities': [(12, 13, 'RAM')]})
('ad ơi cho hỏi bộ quà tặng 1tr7 là bao gồm gồm đồ j vậy ạ thank ad', {'entities': [(34, 41, 'SALE_OFF_GIFF')]})
('samsung s8 samsung note 8 có đi kèm quà tặng ko ạ', {'entities': [(0, 10, 'PHONE'), (11, 25, 'PHONE'), (32, 44, 'SALE_OFF_GIFF')]})
('lúc trước thấy con này được bảo hành rơi vỡ màn hình 3 tháng, bảo hành tận nhà luôn, giờ còn được áp dụng không shop ơi', {'entities': [(37, 52, 'IS_BROKEN_GLASS')]})
('còn hàng k bạn', {'entities': [(0, 10, 'OTHER')]})
('cho hỏi máy màu tím vẫn đang giảm giá phải ko shop', {'entities': [(24, 37, 'IS_SALE_OFF'), (16, 19, 'COLOR')]})
('đag iphone xai iphone 7 plus muôn lên iphone x thj bu thêm khoag bao nkjêu vây shop?', {'entities': [(15, 28, 'PHONE'), (4, 12, 'PHONE')]})
('mua ss samsung a8 có dc giảm ngay 1.900.000 vào giá không shop?', {'entities': [(21, 33, 'IS_SALE_OFF_NOW'), (4, 17, 'PHONE')]})
('và shop có cho trả tiền bằng thẻ ngân hàng không ạ?', {'entities': [(24, 42, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('cho em hỏi có cmnd và giấy phép lái iphone xe có được mua trả ngóp samsung samsung s9 ko ạh ?', {'entities': [(54, 66, 'IS_NEEDED')]})
('kg co mau hong ha shop ?', {'entities': [(10, 14, 'COLOR')]})
('em muốn mua trả góp thì cần những gì ạ?', {'entities': [(8, 19, 'IS_NEEDED')]})
('trả trước 30% là nhiêu tiền, rồi trả còn lại hết nhiều', {'entities': [(10, 13, 'HOW_MUCH_FIRST_PAY'), (33, 44, 'HOW_MUCH_LEFT')]})
('quá kì vậy samsung note 9 mới còn có 21 tr bản 512 g thoi', {'entities': [(11, 25, 'PHONE'), (47, 50, 'ROM')]})
('mình mua trả góp vậy có được giảm 2tr không', {'entities': [(29, 43, 'IS_SALE_OFF_INSTALLMENT')]})
('không lấy quà thì đt giá còn bn shop', {'entities': [(0, 13, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('máy hiện dag ở cửa hàng nào vậy', {'entities': [(15, 27, 'OTHER')]})
('hết màu bạc rồi à ad ?', {'entities': [(8, 11, 'COLOR')]})
('khi dang ki nhan bang tin tu cellphone thi mua dien thoai co dc giam 10% k ad?', {'entities': [(43, 68, 'IS_SALE_OFF')]})
('e có khoảng 3tr, muốn mua máy trả góp có được không ạ', {'entities': [(22, 37, 'IS_NEEDED')]})
('cho mình hỏi. apple iphone iphone 8 plus 64gb là hàng nhập bên mỹ nguyên seal chưa active hả ad', {'entities': [(20, 40, 'PHONE'), (41, 43, 'ROM'), (66, 77, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('ủa này hàng từ mỹ hay đài loan bạn', {'entities': [(15, 17, 'LOCATION'), (22, 30, 'LOCATION')]})
('cho mình hỏi máy mới chính hãng hay là hàng iphone xách tay vậy', {'entities': [(21, 31, 'WHAT_FROM_TYPE')]})
('giá 22tr2 là tính thuế vat 10% chưa shop', {'entities': [(4, 9, 'MONEY'), (27, 30, 'TAX'), (18, 26, 'IS_INCLUDE_TAX')]})
('có ở chi nhánh âu cơ chưa?', {'entities': [(15, 20, 'LOCATION')]})
('hiện còn máy không ạ', {'entities': [(0, 12, 'OTHER')]})
('cho mình hỏi mình muốn mua máy không trả góp thì là giá bao nhiêu ?', {'entities': [(52, 65, 'OTHER')]})
('iphone iphone 8 plus đỏ 64gb ở nguyễn văn cừ còn k ad?', {'entities': [(0, 20, 'PHONE'), (21, 23, 'COLOR'), (24, 26, 'ROM'), (31, 44, 'LOCATION')]})
('ad cho minh hoi trả truoc bao nhiêu , mỗi tháng trả bao nhiêu kì hanh bao nhiêu vạy', {'entities': [(16, 35, 'IS_NEEDED')]})
('hàng mỹ hay là vna vậy shop', {'entities': [(5, 7, 'LOCATION')]})
('hàng này 2 sim vật lý và là hàng mới đúng không shop? mình muốn mua máy màu trắng bên shop có hàng không?', {'entities': [(9, 14, 'HOW_NUMBER_SIM')]})
('mình có mua iphone 7 plus 128gb bên cửa hàng giờ mình muốn đổi trả để mua trả góp sản phẩm này có được k ?', {'entities': [(12, 25, 'PHONE'), (26, 29, 'ROM')]})
('ko có bản 64 gb ạ', {'entities': [(12, 14, 'ROM')]})
('e dùng con siphone iphone 8 plus. nó vỡ màn hình. bây giờ muốn đổi máy samsung s7 cần bao nhiêu tiền ạ?', {'entities': [(11, 32, 'PHONE'), (71, 81, 'PHONE')]})
('hà nội cửa hàng nào còn hàng vậy?', {'entities': [(0, 6, 'LOCATION')]})
('mình trả trước 50% và góp 12 tháng thì mỗi tháng phải trả bao nhiêu', {'entities': [(5, 18, 'IS_NEEDED')]})
('ko có ho khẩu có dc ko ban', {'entities': [(0, 13, 'IS_NEEDED')]})
('đến bao giờ giảm giá kết thúc ạ', {'entities': [(12, 29, 'WHEN_END_SALE_OFF')]})
('ở phan đăng lưu còn hàng không ạ', {'entities': [(2, 15, 'LOCATION')]})
('nếu không lấy quà và sale  black friday thì giá bao nhiêu?', {'entities': [(4, 17, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('có hàng iphone 8 plus 64gb hang vn/a không bạn có thì giá bao nhiêu vậy bạn', {'entities': [(8, 21, 'PHONE'), (22, 24, 'ROM'), (32, 36, 'CODE')]})
('giá trừ quà còn bao nhiêu shop', {'entities': [(0, 11, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em ms mua samsung j6 plus mà sao mau hết pin quá ạ', {'entities': [(33, 44, 'HOW_LONG_PIN'), (10, 25, 'PHONE')]})
('dạ cho em hỏi mình mua chả góp trả sau ak', {'entities': [(19, 30, 'IS_NEEDED')]})
('còn hàng cpo tại q9 hok shop .', {'entities': [(17, 19, 'LOCATION')]})
('còn màu đen không ạ', {'entities': [(8, 11, 'COLOR')]})
('đã có hàng vn/a chưa?', {'entities': [(11, 15, 'CODE')]})
('em muốn đổi iphone iphone x 64g moi mua dc 4 tháng cua cellphone lên iphone iphone xs maiphone x gold 64 chính hãng thì càn bảo nhiêu và có được trả góp ko ạ', {'entities': [(12, 27, 'PHONE'), (28, 30, 'ROM'), (69, 96, 'PHONE'), (97, 101, 'COLOR'), (28, 30, 'ROM')]})
('màu tím khói nơi nào còn không ạ? mình ở gò vấp.', {'entities': [(41, 47, 'LOCATION'), (4, 12, 'COLOR')]})
('có màu đen không', {'entities': [(7, 10, 'COLOR')]})
('ở quảng bình còn samsung note 9 512gb giá 20.390 k ad', {'entities': [(17, 31, 'PHONE'), (32, 35, 'ROM'), (2, 12, 'LOCATION')]})
('ngả tư hoà lợi thành phố mới tỉnh bình dương còn màu cìn màu đen k ạ', {'entities': [(34, 44, 'LOCATION'), (61, 64, 'COLOR')]})
('ở tphcm, cửa hàng nguyễn thị thập còn hàng bản iphone iphone x 64gb màu đen ll/a không ạ? giá cả thế nào shop?', {'entities': [(2, 7, 'LOCATION'), (18, 33, 'LOCATION'), (47, 62, 'PHONE'), (63, 65, 'ROM'), (72, 75, 'COLOR'), (76, 80, 'CODE')]})
('máy bên mình có chính hãng vn/a không ạ', {'entities': [(16, 26, 'WHAT_FROM_TYPE'), (27, 31, 'CODE')]})
